field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,tracts,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTo,PercentESL,PercentPOC
6036,3275300440,11/20/2014,230000,2,2,1260,10200,1,0,0,3,7,1020,240.0,1983,0,98003,47.2593,-122.312,1560,10200,Tract 030403,2,4,2,8,2.666666670000000,7.185761960000000,33.592880980000000
6037,952001735,10/4/2014,750000,4,1.75,2100,6613,2,0,0,3,8,2100,0.0,1909,2004,98116,47.567,-122.385,1630,5750,Tract 009800,1,3,1,5,1.666666670000000,2.197652200000000,15.601965600000000
6038,1402950190,9/16/2014,321000,4,2.5,2430,5366,2,0,0,3,8,2430,0.0,2002,0,98092,47.3352,-122.19,2100,5414,Tract 029602,3,2,2,7,2.333333330000000,12.353127980000000,35.281041600000000
6039,4045100190,10/27/2014,2200000,4,3.25,4250,18000,2,0,3,5,10,3350,900.0,1980,,98040,47.5612,-122.229,3790,14537,Tract 024500,1,1,2,4,1.333333330000000,4.194528880000000,28.409321180000000
6040,1207200010,3/18/2015,245000,4,2,1830,10416,1,0,0,3,7,1370,460.0,1958,0,98146,47.4878,-122.341,1830,9271,Tract 027500,4,5,4,13,4.333333330000000,16.626065770000000,48.822574100000000
6041,6815100095,12/23/2014,510000,2,1,1310,4000,1,0,0,3,6,1310,0.0,1913,,98103,47.6854,-122.329,1550,4000,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
6042,3825310130,6/24/2014,751000,4,3.25,3090,9571,2,0,0,3,9,2370,720.0,2004,0,98052,47.7058,-122.131,3630,9110,Tract 032321,2,1,3,6,2.000000000000000,5.761245670000000,39.896193770000000
6043,3276930380,5/23/2014,675000,4,2.5,2560,36601,2,,0,4,9,2560,0.0,1987,0,98075,47.5851,-121.992,2790,36601,Tract 032213,2,1,2,5,1.666666670000000,6.478624940000000,25.760246800000000
6044,8937600080,1/26/2015,295000,3,1.75,1930,13350,1,,0,3,8,1930,0.0,1967,0,98023,47.3317,-122.365,2270,13350,Tract 030100,2,3,2,7,2.333333330000000,7.474161840000000,30.577262410000000
6045,8024200010,10/28/2014,312000,2,1,1460,6000,1,0,0,2,7,1260,200.0,1925,0,98115,47.7009,-122.317,1580,6380,Tract 002000,1,3,1,5,1.666666670000000,1.520713160000000,17.147351860000000
6046,624110020,9/25/2014,730000,3,3,3460,13129,2,0,0,3,9,2560,900.0,1988,0,98077,47.7315,-122.058,3460,12568,Tract 032326,2,1,2,5,1.666666670000000,7.666181470000000,23.944687050000000
6047,6192410280,1/2/2015,762500,5,3.5,3290,5880,2,,0,3,9,2670,620.0,2005,0,98052,47.7067,-122.119,3090,5680,Tract 032321,2,1,3,6,2.000000000000000,5.761245670000000,39.896193770000000
6048,4302201045,5/28/2014,150000,3,1,820,7680,1.5,0,0,3,6,820,0.0,1910,0,98106,47.528,-122.359,1470,6912,Tract 011401,3,4,4,11,3.666666670000000,16.082765110000000,58.194215850000000
6049,507100020,3/9/2015,270000,3,1,1480,7374,1,0,0,3,6,760,720.0,1954,0,98133,47.7775,-122.336,1480,8934,Tract 020300,3,4,3,10,3.333333330000000,12.866242040000000,43.354564760000000
6050,259600280,4/6/2015,400000,4,2,1420,9301,1,0,0,4,7,1420,0.0,1963,0,98008,47.6325,-122.121,1530,8075,Tract 022901,3,2,3,8,2.666666670000000,11.238609520000000,42.726965910000000
6051,7691800130,8/26/2014,650000,3,2.5,2790,6720,2,0,0,3,8,2790,?,2002,0,98075,47.5958,-122.038,2620,6720,Tract 032203,2,1,2,5,1.666666670000000,9.129940650000000,34.524561180000000
6052,2056100275,10/6/2014,530000,2,1.5,1390,5000,1,0,0,4,8,970,420.0,1954,0,98116,47.5673,-122.401,1610,5000,Tract 009702,1,2,1,4,1.333333330000000,1.351107910000000,17.204107370000000
6053,2202500080,6/30/2014,248000,3,1,950,9400,1,0,0,4,7,950,0.0,1954,0,98006,47.5746,-122.136,1260,9400,Tract 024800,4,4,4,12,4.000000000000000,22.468142190000000,60.311871230000000
6054,3179102155,1/8/2015,760000,4,3.5,3000,5300,1,0,0,5,7,1780,1220.0,1949,0,98115,47.6748,-122.279,1360,5450,Tract 004200,1,2,1,4,1.333333330000000,3.807046580000000,20.832348070000000
6055,937000280,2/20/2015,199000,4,1,1280,10521,1.5,0,0,3,7,1280,0.0,1960,0,98198,47.4215,-122.289,1540,9384,Tract 028802,4,5,5,14,4.666666670000000,17.773943050000000,71.958584990000000
6056,5379805253,10/20/2014,240000,2,1,870,8400,1,0,0,3,7,870,0.0,1960,0,98188,47.4493,-122.282,1070,12465,Tract 028402,4,5,5,14,4.666666670000000,18.271119840000000,71.335952850000000
6057,6821102340,5/4/2015,415000,3,1.5,1360,1795,2,0,0,3,7,1360,0.0,1945,0,98199,47.6471,-122.397,1580,1795,Tract 005700,1,2,1,4,1.333333330000000,1.452464790000000,19.468896710000000
6058,7229900250,12/2/2014,228000,3,1,1000,16376,1,0,0,3,7,1000,0.0,1959,0,98059,47.4825,-122.108,1420,16192,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
6059,7287100177,2/25/2015,525000,4,2.5,2740,12106,1,0,0,3,8,1980,760.0,1992,0,98133,47.7648,-122.355,2170,11156,Tract 020200,2,4,1,7,2.333333330000000,5.762189250000000,22.778955480000000
6060,8820900670,6/23/2014,399950,3,1.75,1560,5223,1,0,0,4,7,810,750.0,1940,0,98125,47.7175,-122.288,1440,8491,Tract 000800,1,3,1,5,1.666666670000000,4.608830360000000,18.319132460000000
6061,3275850020,4/13/2015,781000,4,2.5,2590,8571,2,0,0,3,9,2590,0.0,1988,0,98052,47.691,-122.105,2360,8155,Tract 032325,2,2,4,8,2.666666670000000,6.268246610000000,50.472265160000000
6062,9528100899,4/28/2015,827000,3,2.5,1850,1330,2.5,0,0,3,9,1560,290.0,2004,0,98115,47.6831,-122.325,1810,2071,Tract 003600,1,4,2,7,2.333333330000000,1.628713620000000,24.219574720000000
6063,7016000440,7/16/2014,525000,5,2.25,2500,8621,1.5,0,0,4,7,2500,0.0,1968,0,98034,47.7379,-122.185,1980,7395,Tract 021905,2,3,2,7,2.333333330000000,8.536148890000000,32.355046530000000
6064,7202340010,2/24/2015,671300,4,2.5,3280,5232,2,0,0,3,7,3280,0.0,2004,0,98053,47.6798,-122.033,2600,5080,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
6065,6911700066,6/4/2014,175000,2,1,670,2378,1,0,0,3,5,670,0.0,1919,0,98126,47.5769,-122.372,700,2970,Tract 009900,1,4,2,7,2.333333330000000,4.211453740000000,25.568281940000000
6066,7511000050,3/2/2015,1100000,5,2.75,2890,22547,1,0,0,4,10,2150,740.0,1963,0,98040,47.5476,-122.219,3010,17809,Tract 024601,1,1,1,3,1.000000000000000,2.457002460000000,22.113022110000000
6067,2925059260,5/6/2015,800000,5,2.5,3000,10560,1,,0,3,8,1500,1500.0,1966,0,98004,47.6249,-122.206,2690,11616,Tract 024000,3,2,3,8,2.666666670000000,11.922732510000000,41.895867980000000
6068,3558000170,7/11/2014,329950,4,2.5,1920,4600,2,,0,3,7,1920,0.0,2002,0,98038,47.3795,-122.023,2200,6600,Tract 032010,1,2,1,4,1.333333330000000,0.619621340000000,16.385542170000000
6069,8651730290,8/5/2014,445000,4,3.25,1960,7200,2,0,0,3,7,1960,0.0,1979,0,98034,47.7291,-122.218,1980,7529,Tract 022202,2,3,2,7,2.333333330000000,7.508626640000000,30.835058660000000
6070,9197100263,8/19/2014,237000,3,1.75,2000,12208,1,,0,3,7,1140,860.0,1979,0,98032,47.3752,-122.236,1060,8194,Tract 029700,4,5,3,12,4.000000000000000,18.680909200000000,37.846230280000000
6071,8941100095,9/23/2014,1110000,6,4,3600,6224,2,,0,3,9,2610,990.0,1945,2006,98199,47.6531,-122.405,1430,6224,Tract 005600,1,1,1,3,1.000000000000000,1.760000000000000,15.927272730000000
6072,2781100080,12/10/2014,438900,4,2.5,2740,5700,2,0,0,3,9,2740,?,2006,0,98038,47.3535,-122.026,3010,5281,Tract 031604,1,3,2,6,2.000000000000000,2.685168500000000,25.806451610000000
6073,9822700190,8/8/2014,1280000,9,4.5,3650,5000,2,0,0,3,8,2530,1120.0,1915,2010,98105,47.6604,-122.289,2510,5000,Tract 004100,2,1,1,4,1.333333330000000,5.454545450000000,18.219696970000000
6074,3630030290,10/17/2014,600000,4,2.5,2310,3866,2,0,0,3,8,2310,?,2005,0,98029,47.5498,-121.996,1950,4023,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
6075,9510910250,1/20/2015,670000,4,2.5,2095,4569,2,0,0,3,9,2095,0.0,2002,0,98052,47.6603,-122.087,2095,4385,Tract 032313,4,3,5,12,4.000000000000000,18.452921590000000,63.972146530000000
6076,8682231330,5/4/2015,519000,2,2,1560,4823,1,,0,3,8,1560,0.0,2004,0,98053,47.7111,-122.032,1855,4989,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
6077,2473480780,3/11/2015,320000,3,2.25,1880,7350,1,0,0,3,8,1390,490.0,1984,0,98058,47.4457,-122.123,1910,8400,Tract 031907,2,3,3,8,2.666666670000000,9.464492100000000,44.073455760000000
6078,8641500280,5/22/2014,270000,2,1.5,840,867,2,0,0,3,7,840,0.0,2005,0,98115,47.6955,-122.304,840,1322,Tract 002100,2,3,1,6,2.000000000000000,8.836104510000000,22.945368170000000
6079,7605800050,6/2/2014,1000000,3,2.5,2730,5832,2,0,0,3,9,2730,0.0,1998,,98005,47.6216,-122.161,2360,5832,Tract 023601,4,3,4,11,3.666666670000000,19.717961410000000,53.488372090000000
6080,9828200525,8/15/2014,330000,1,1,860,4800,1,0,0,3,6,860,?,1907,,98122,47.6146,-122.299,1380,4800,Tract 007700,2,2,2,6,2.000000000000000,5.275056520000000,30.501130370000000
6081,7971300050,7/10/2014,657500,3,2,2320,10960,1,0,0,3,7,1510,810.0,1956,0,98005,47.6157,-122.174,2160,10960,Tract 023601,4,3,4,11,3.666666670000000,19.717961410000000,53.488372090000000
6082,126049169,8/28/2014,450000,3,1.75,1540,61419,1,0,0,3,7,1540,0.0,1967,0,98028,47.7663,-122.228,3790,8529,Tract 021700,3,4,2,9,3.000000000000000,10.180047560000000,32.872834330000000
6083,5062300280,4/16/2015,150000,3,1,890,6488,1.5,0,0,3,5,890,0.0,1928,0,98014,47.7087,-121.352,1330,16250,Tract 032800,1,3,1,5,1.666666670000000,0.340280730000000,6.125053170000000
6084,7167000020,6/16/2014,792500,4,2.5,4290,175421,2,0,0,3,10,4290,0.0,2004,0,98010,47.3585,-121.988,3370,63162,Tract 031603,1,3,1,5,1.666666670000000,2.553528950000000,21.379857260000000
6085,3303910010,2/20/2015,540000,3,2.5,1950,13227,2,0,0,4,9,1950,0.0,1978,0,98034,47.7217,-122.256,2650,12943,Tract 022300,1,1,1,3,1.000000000000000,3.022289380000000,18.322629390000000
6086,2268000050,7/21/2014,229900,3,1,1010,8848,1,0,0,4,7,1010,0.0,1968,,98003,47.2742,-122.299,1380,10650,Tract 030403,2,4,2,8,2.666666670000000,7.185761960000000,33.592880980000000
6087,8857640170,5/6/2015,533000,4,2.5,2830,6536,2,0,0,3,8,2830,0.0,2003,,98038,47.3888,-122.032,2830,6872,Tract 032010,1,2,1,4,1.333333330000000,0.619621340000000,16.385542170000000
6088,7806210190,12/22/2014,239000,4,1.75,1500,12560,1,0,0,4,7,1000,500.0,1977,0,98002,47.2918,-122.197,1700,9020,Tract 031100,2,5,3,10,3.333333330000000,8.629893240000000,41.903914590000000
6089,9206700190,3/6/2015,713900,3,2.5,3370,167706,1,0,0,3,10,3370,0.0,2000,0,98038,47.4379,-122.022,3350,213444,Tract 032002,1,3,1,5,1.666666670000000,0.302663440000000,11.470944310000000
6090,4136930190,10/28/2014,427500,4,2.5,3160,8726,2,0,0,3,9,3160,0.0,1999,0,98092,47.2582,-122.223,2500,8648,Tract 031000,1,3,1,5,1.666666670000000,3.473630830000000,20.436105480000000
6091,5666300010,7/22/2014,302000,3,1,1110,7000,1.5,0,0,4,7,1110,0.0,1955,0,98133,47.754,-122.341,1800,7000,Tract 020700,3,4,4,11,3.666666670000000,12.702138760000000,48.591549300000000
6092,1424059022,7/8/2014,1150000,3,2.5,3830,48743,2,0,0,3,11,3830,0.0,1991,,98006,47.5663,-122.125,2950,8299,Tract 024902,2,1,4,7,2.333333330000000,6.356665840000000,47.538956220000000
6093,6204050080,5/28/2014,555000,3,2.5,3160,4270,2,0,0,3,8,2650,510.0,2006,0,98011,47.7453,-122.194,2720,12523,Tract 022001,2,3,2,7,2.333333330000000,4.613095240000000,27.976190480000000
6094,7128300500,12/30/2014,495000,3,2.25,2100,3000,2,0,0,3,7,2100,0.0,1996,,98144,47.595,-122.306,1650,4500,Tract 009000,4,5,5,14,4.666666670000000,20.952380950000000,63.755102040000000
6095,1233100642,7/22/2014,495000,3,1.5,2240,13288,1,,0,3,7,2240,0.0,1953,0,98033,47.6762,-122.17,2150,9900,Tract 022604,2,2,2,6,2.000000000000000,6.271705820000000,31.521961180000000
6096,222029026,9/17/2014,340000,2,0.75,1060,48292,1,1,2,5,6,560,500.0,1947,0,98070,47.4285,-122.511,750,80201,Tract 027701,1,4,1,6,2.000000000000000,1.390593050000000,10.511247440000000
6097,9485940290,5/12/2015,464950,4,2.25,2350,36116,1,0,0,4,9,2350,0.0,1983,0,98042,47.3533,-122.082,2580,36116,Tract 032006,1,3,1,5,1.666666670000000,1.761542740000000,14.963842020000000
6098,4136890280,3/27/2015,320000,4,2.5,1940,7040,2,0,0,3,8,1940,0.0,1998,0,98092,47.2632,-122.209,2400,7145,Tract 031000,1,3,1,5,1.666666670000000,3.473630830000000,20.436105480000000
6099,1775500050,1/29/2015,440000,1,1,1160,64469,1,0,0,3,7,1160,0.0,2009,,98072,47.7433,-122.082,1580,48352,Tract 032307,1,2,1,4,1.333333330000000,2.329830970000000,14.466270750000000
6100,7611200086,6/2/2014,686000,3,1.5,1840,9990,2,0,0,5,8,1840,0.0,1961,0,98177,47.7145,-122.369,2100,12474,Tract 000500,1,2,1,4,1.333333330000000,4.161205770000000,19.823066840000000
6101,3376600010,12/1/2014,555000,4,1.75,2260,11000,1,0,0,3,8,1620,640.0,1976,0,98008,47.6224,-122.109,1960,10000,Tract 023000,2,2,2,6,2.000000000000000,8.611701100000000,29.523073950000000
6102,7519001990,10/27/2014,361500,2,1,840,3860,1,0,0,4,6,840,0.0,1909,0,98117,47.6842,-122.365,1390,3860,Tract 002900,1,3,1,5,1.666666670000000,1.138279930000000,13.933389540000000
6103,7613700950,6/10/2014,1240000,5,3,2830,7500,2,0,0,3,9,2460,370.0,1923,,98105,47.6579,-122.277,2900,5000,Tract 004100,2,1,1,4,1.333333330000000,5.454545450000000,18.219696970000000
6104,3802000020,7/9/2014,154950,4,1,1600,10183,1,,0,4,6,1600,0.0,1966,,98002,47.277,-122.211,1410,10416,Tract 030802,3,5,4,12,4.000000000000000,14.946070880000000,49.486389320000000
6105,1796360470,6/17/2014,247200,3,1.75,1370,8719,1,0,0,3,7,1370,0.0,1982,,98042,47.3664,-122.087,1370,7525,Tract 032005,2,3,1,6,2.000000000000000,6.385002040000000,20.635783180000000
6106,8732160050,8/22/2014,250000,3,2.25,1960,7414,1,0,0,3,7,1490,470.0,1984,,98023,47.2977,-122.374,1580,8038,Tract 030312,3,5,3,11,3.666666670000000,10.722843450000000,46.565495210000000
6107,5249800345,6/19/2014,590300,3,1.5,1470,7200,2,0,0,4,7,1470,0.0,1907,,98118,47.5602,-122.28,1530,7200,Tract 010300,3,4,4,11,3.666666670000000,14.596273290000000,60.756634670000000
6108,6071200545,5/5/2014,541125,5,2.75,2740,8426,1,0,0,4,8,1370,1370.0,1960,0,98006,47.5563,-122.184,2020,8783,Tract 024701,3,3,3,9,3.000000000000000,12.324649300000000,44.338677350000000
6109,291300280,2/18/2015,310000,2,2.5,1090,923,2,,0,3,7,1090,0.0,2004,0,98027,47.5347,-122.071,1410,1326,Tract 025006,2,1,3,6,2.000000000000000,7.201713910000000,38.282794990000000
6110,3261000080,3/10/2015,704111,4,2.75,2460,9520,1,0,1,3,8,1680,780.0,1976,0,98034,47.7021,-122.233,2380,9600,Tract 022203,2,2,1,5,1.666666670000000,4.823342600000000,18.936085750000000
6111,321049127,10/28/2014,277500,3,2.25,1820,19602,1,0,0,4,7,1820,0.0,1964,0,98001,47.331,-122.286,1520,8773,Tract 029901,3,4,2,9,3.000000000000000,11.431670280000000,33.427331890000000
6112,5379804393,2/17/2015,325000,4,2.75,1960,8937,1,,0,5,7,980,980.0,1954,0,98188,47.451,-122.278,1480,10016,Tract 028300,3,4,4,11,3.666666670000000,10.674703480000000,58.253937390000000
6113,1559900080,11/21/2014,289200,3,2.25,1760,7023,2,0,0,3,7,1760,0.0,1995,0,98019,47.7468,-121.98,1760,7082,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
6114,7135300275,9/4/2014,185000,1,1,720,5000,1,0,0,4,6,720,0.0,1908,0,98118,47.5289,-122.272,1170,5000,Tract 011800,4,5,5,14,4.666666670000000,27.415329770000000,79.976232920000000
6115,1377300005,4/1/2015,1450000,4,3.5,3470,8580,2,0,0,3,11,2500,970.0,2007,0,98199,47.6433,-122.403,1940,7920,Tract 005600,1,1,1,3,1.000000000000000,1.760000000000000,15.927272730000000
6116,6668900020,3/18/2015,420550,4,2,1370,8100,1,,0,2,7,1370,0.0,1947,0,98155,47.749,-122.312,1280,8100,Tract 020500,2,4,3,9,3.000000000000000,8.641041160000000,39.210048430000000
6117,326049024,4/10/2015,603000,4,2.25,2370,11310,1,0,0,3,8,1550,820.0,1968,0,98155,47.7684,-122.289,1890,8621,Tract 020402,1,4,2,7,2.333333330000000,3.445813250000000,26.727370110000000
6118,7942600006,11/26/2014,345000,3,1,1390,2640,1.5,,0,3,7,1230,160.0,1903,,98122,47.6078,-122.307,1780,3920,Tract 008700,2,4,3,9,3.000000000000000,8.990903320000000,46.477681400000000
6119,6430500233,4/16/2015,650000,3,2,1840,3075,1,0,0,5,7,920,920.0,1928,,98103,47.6894,-122.35,1480,3774,Tract 002800,1,2,1,4,1.333333330000000,1.833539350000000,14.915533580000000
6120,7701800050,6/25/2014,589950,5,3,2790,19439,1,0,3,5,7,1500,1290.0,1973,,98058,47.4088,-122.089,1620,19439,Tract 031800,1,2,2,5,1.666666670000000,4.281081080000000,25.708108110000000
6121,8165501640,8/19/2014,309950,2,2.25,1460,1607,2,0,0,3,8,1460,0.0,2007,0,98106,47.5395,-122.369,1460,1826,Tract 010701,3,4,4,11,3.666666670000000,12.473233400000000,55.915417560000000
6122,2623069069,9/11/2014,775000,3,2.5,2620,241200,1.5,,0,4,9,2620,0.0,1998,0,98027,47.4574,-122.01,2620,172933,Tract 032002,1,3,1,5,1.666666670000000,0.302663440000000,11.470944310000000
6123,8024201870,10/29/2014,590000,4,1.5,2230,5109,1.5,0,0,3,7,1330,900.0,1918,0,98115,47.6996,-122.31,1630,5109,Tract 002000,1,3,1,5,1.666666670000000,1.520713160000000,17.147351860000000
6124,9126101511,4/28/2015,863500,4,3,3250,2760,2.5,0,0,3,8,2420,830.0,1905,2007,98122,47.6104,-122.303,1260,2780,Tract 007900,1,4,2,7,2.333333330000000,4.448651210000000,26.991639060000000
6125,1377800010,11/19/2014,517500,3,1,1190,7000,1,,0,3,7,1190,0.0,1943,0,98199,47.6453,-122.403,1350,7000,Tract 005600,1,1,1,3,1.000000000000000,1.760000000000000,15.927272730000000
6126,6813600380,12/24/2014,700000,3,3,2090,7440,1.5,0,0,5,7,1290,800.0,1922,0,98103,47.6891,-122.331,1570,4960,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
6127,923000280,7/22/2014,699000,3,2.5,2580,8154,1,0,0,3,10,2090,490.0,1956,1997,98177,47.7259,-122.361,1660,8155,Tract 000500,1,2,1,4,1.333333330000000,4.161205770000000,19.823066840000000
6128,255550190,7/22/2014,350000,3,2.5,2100,3574,2,0,0,3,7,1690,410.0,2005,0,98019,47.7453,-121.984,1970,2962,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
6129,1829300130,7/17/2014,795000,4,2.5,3160,16564,2,0,0,3,10,3160,0.0,1987,,98074,47.6365,-122.04,3160,12415,Tract 032318,2,1,3,6,2.000000000000000,5.990932640000000,44.478626940000000
6130,3645500050,5/14/2014,543000,3,2.5,2090,7640,1,0,0,3,7,1360,730.0,1962,2014,98133,47.7369,-122.338,2090,7668,Tract 021000,2,3,3,8,2.666666670000000,7.309140710000000,42.896268400000000
6131,1518000080,2/23/2015,325000,3,2.5,1570,3143,2,0,0,3,7,1570,0.0,2001,,98019,47.7364,-121.969,1740,3591,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
6132,7883605915,5/8/2015,337500,3,1,1020,6000,1.5,0,0,3,7,1020,0.0,1900,,98108,47.5254,-122.318,1240,6000,Tract 011200,4,5,5,14,4.666666670000000,19.763377250000000,66.577036840000000
6133,1112700170,2/27/2015,425000,2,1,1300,11080,1,,0,4,7,1300,0.0,1955,0,98034,47.7281,-122.233,1600,9259,Tract 022201,1,3,1,5,1.666666670000000,4.491085530000000,22.342586320000000
6134,8965500020,3/17/2015,780000,3,2.5,2110,9773,1,0,0,3,9,2110,0.0,1986,0,98006,47.5628,-122.115,2560,11787,Tract 025003,2,1,3,6,2.000000000000000,7.978413070000000,41.000583430000000
6135,323059167,7/23/2014,259000,2,1,1210,17389,1,0,0,4,5,1210,0.0,1948,0,98059,47.5044,-122.148,2140,14419,Tract 025101,3,3,4,10,3.333333330000000,10.849854000000000,49.162440450000000
6136,1951700480,8/13/2014,524400,4,1.75,1990,12950,1,,0,4,8,1850,140.0,1968,0,98006,47.5434,-122.166,2090,12850,Tract 025001,2,2,2,6,2.000000000000000,6.835095970000000,35.546415980000000
6137,2005950050,5/27/2014,260000,3,2,1630,8018,1,0,0,3,7,1630,0.0,2003,0,98001,47.2638,-122.243,1610,8397,Tract 030902,2,5,3,10,3.333333330000000,8.719086870000000,47.479391250000000
6138,9406500480,4/20/2015,273000,2,2,1384,1822,2,0,0,3,7,1384,0.0,1990,0,98028,47.7525,-122.244,1078,1315,Tract 022102,2,3,2,7,2.333333330000000,8.373316820000000,27.658257240000000
6139,3522049063,4/2/2015,639900,4,2.5,3380,75794,2,0,0,3,10,3380,?,1997,0,98001,47.3511,-122.266,3710,17913,Tract 029802,2,3,3,8,2.666666670000000,6.787135640000000,45.487791760000000
6140,2085700050,8/26/2014,420000,4,2.5,2480,8626,2,0,0,3,10,2480,0.0,2001,,98001,47.3185,-122.262,2990,9033,Tract 029902,2,3,3,8,2.666666670000000,9.164222870000000,37.390029330000000
6141,6751300130,8/13/2014,510500,3,1,1270,8000,1,0,0,4,7,1270,0.0,1957,0,98007,47.5874,-122.136,1470,8000,Tract 023401,3,4,4,11,3.666666670000000,11.829364040000000,49.149437320000000
6142,2610100020,4/8/2015,290000,4,1,1010,7200,1.5,0,0,3,6,1010,0.0,1947,0,98155,47.742,-122.325,1360,7200,Tract 021000,2,3,3,8,2.666666670000000,7.309140710000000,42.896268400000000
6143,9476200680,4/28/2015,226000,3,1.75,1490,6269,1,0,0,4,6,990,500.0,1944,0,98056,47.4917,-122.188,1490,7722,Tract 025400,4,5,4,13,4.333333330000000,17.149631190000000,53.951527920000000
6144,6145600285,5/29/2014,300000,2,1,820,3844,1,0,0,4,6,820,0.0,1916,0,98133,47.7049,-122.349,1520,3844,Tract 001300,3,4,3,10,3.333333330000000,13.070725160000000,44.337511190000000
6145,203900460,7/28/2014,407450,3,2,1810,10860,1,0,0,3,7,1810,0.0,1967,0,98053,47.6393,-121.967,1420,11982,Tract 032315,1,2,1,4,1.333333330000000,2.753464620000000,15.098468270000000
6146,7878400022,5/6/2015,390000,4,2.25,3060,7920,1,0,0,3,7,1530,1530.0,1965,0,98178,47.4879,-122.245,1850,7800,Tract 026100,3,5,5,13,4.333333330000000,15.812274370000000,80.096269550000000
6147,3585900460,5/1/2015,1060000,6,2.75,2980,20000,1,0,4,3,8,2130,850.0,1965,0,98177,47.7599,-122.375,2730,20000,Tract 020800,1,3,1,5,1.666666670000000,4.227304230000000,19.912219910000000
6148,1321720170,8/17/2014,610000,3,2.5,3440,18167,2,0,0,3,11,3440,0.0,1991,0,98023,47.2909,-122.342,3990,20239,Tract 030310,3,4,4,11,3.666666670000000,14.115372220000000,52.690944250000000
6149,236400130,1/23/2015,239975,3,2.5,1820,7242,1,,0,3,7,1220,600.0,1959,0,98188,47.4318,-122.292,1350,8214,Tract 028802,4,5,5,14,4.666666670000000,17.773943050000000,71.958584990000000
6150,4141680190,8/7/2014,375000,3,2.5,2320,5760,1,0,0,3,7,1480,840.0,1987,0,98178,47.504,-122.248,1660,5762,Tract 026001,3,3,5,11,3.666666670000000,11.478991600000000,66.100840340000000
6151,3629980440,4/28/2015,742500,4,2.5,2620,4400,2,0,0,3,9,2620,0.0,2004,0,98029,47.5524,-121.991,2640,4554,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
